id,name,price,rating,review_count,url
FIQgpj0r2FM9m8E3SRWngw,Banksia,$$,4.4,321,https://www.yelp.com/biz/banksia-kansas-city?adjust_creative=LtZwAP4ZOvAx3UliA5eqbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LtZwAP4ZOvAx3UliA5eqbg
